8560498	8729304
8560582	8729227
8560496	8729189
8560488	8729186
8560553	8729089
8560502	8729051
8560537	8728993
8560488	8728950
8560515	8728905
8560464	8728922
8560550	8728861
8560521	8728793
8560501	8728734
8560487	8728747
8560470	8728651
8560387	8728608
8560497	8728590
8560397	8728554
8560433	8728497
8560446	8728454
8560393	8728434
8560361	8728406
8560427	8728362
8560357	8728334
8560343	8728275
8560409	8728227
8560415	8728252
8560382	8728242
8560415	8728134
8560417	8728171
8560353	8728089
8560357	8728026
8560412	8728071
8560426	8727979
8560362	8727919
8560455	8727913
8560414	8727886
8560441	8727837
8560409	8727802
8560319	8727726
8560398	8727754
8560374	8727644
8560423	8727671
8560442	8727653
8560353	8727605
8560410	8727540
8560392	8727526
8560442	8727424
8560450	8727417
8560416	8727419
8560418	8727346
8560323	8727276
8560397	8727280
8560395	8727226
8560334	8727260
8560357	8727157
8560412	8727104
8560325	8727099
8560370	8727128
8560392	8727018
8560333	8727044
8560361	8726936
8560317	8726908
8560331	8726845
8560308	8726834
8560321	8726826
8560359	8726726
8560327	8726726
8560368	8726763
8560358	8726659
8560327	8726659
8560350	8726636
8560280	8726538
8560290	8726544
8560296	8726513
8560336	8726434
8560316	8726404
8560347	8726399
8560327	8726295
8560318	8726309
8560329	8726317
8560266	8726254
8560282	8726235
8560230	8726254
8560291	8726164
8560316	8726159
8560283	8726164
8560259	8726013
8560273	8726019
8560264	8726075
8560263	8726050
8560252	8726002
8560235	8725938
8560239	8725947
8560274	8725885
8560228	8725896
8560288	8725863
8560323	8725835
8560260	8725839
8560281	8725810
8560243	8725734
8560307	8725729
8560291	8725701
8560290	8725631
8560321	8725629
8560271	8725703
8560309	8725601
8560290	8725573
8560347	8725574
8560344	8725507
8560297	8725479
8560284	8725396
8560216	8725377
8560267	8725378
8560321	8725300
8560264	8725331
8560352	8725331
8560224	8725292
8560330	8725270
8560350	8725212
8560309	8725251
8560287	8725136
8560311	8725173
8560265	8725135
8560245	8725105
8560295	8725063
8560295	8725085
8560245	8725033
8560309	8725036
8560284	8724988
8560256	8725027
8560266	8724926
8560241	8724910
8560301	8724822
8560297	8724868
8560281	8724820
8560335	8724766
8560257	8724710
8560321	8724776
8560321	8724737
8560258	8724749
8560267	8724659
8560267	8724655
8560333	8724624
8560292	8724604
8560321	8724550
8560287	8724518
8560327	8724467
8560313	8724528
8560330	8724462
8560324	8724476
8560318	8724485
8560301	8724416
8560334	8724395
8560312	8724373
8560400	8724335
8560276	8724340
8560325	8724294
8560370	8724284
8560313	8724249
8560339	8724212
8560281	8724252
8560323	8724177
8560308	8724125
8560318	8724100
8560377	8724129
8560372	8724051
8560382	8724066
8560346	8723995
8560364	8723987
8560360	8723992
8560305	8723923
8560382	8723933
8560368	8723889
8560319	8723898
8560410	8723853
8560306	8723842
8560400	8723778
8560355	8723764
8560379	8723754
8560330	8723753
8560387	8723744
8560384	8723703
8560342	8723651
8560391	8723632
8560389	8723620
8560445	8723618
8560367	8723578
8560376	8723561
8560413	8723540
8560412	8723486
8560361	8723490
8560406	8723425
8560381	8723353
8560394	8723463
8560352	8723371
8560427	8723397
8560457	8723333
8560422	8723286
8560363	8723342
8560449	8723291
8560369	8723219
8560391	8723249
8560464	8723204
8560462	8723142
8560441	8723181
8560451	8723117
8560376	8723092
8560413	8723081
8560412	8723075
8560413	8723052
8560444	8722983
8560474	8722963
8560377	8722944
8560483	8722940
8560458	8722856
8560458	8722822
8560425	8722834
8560399	8722863
8560462	8722833
8560453	8722743
8560411	8722762
8560484	8722737
8560457	8722675
8560493	8722697
8560467	8722687
8560440	8722648
8560440	8722606
8560416	8722576
8560502	8722625
8560478	8722616
8560475	8722528
8560445	8722454
8560506	8722428
8560449	8722451
8560448	8722479
8560516	8722463
8560389	8722397
8560511	8722408
8560501	8722327
8560476	8722349
8560440	8722311
8560487	8722296
8560470	8722319
